hip,x0,y0,z0,spect
29468.0,-5.948,108.62,-200.137,B9.5 V
29470.0,-11.889,217.101,-85.639,A3 V
29469.0,-13.535,247.158,-102.838,A0 V
29471.0,-8.652,157.961,-65.14,A5 V
29472.0,-18.774,341.316,372.006,B9
29473.0,-22.861,415.255,-119.711,A2 IV/V
29474.0,-10.913,197.961,-93.585,A8 V
29475.0,-7.879,142.825,-90.161,A7 V
29476.0,-18.586,336.673,-7.851,B9/9.5 V
29477.0,-4.282,77.504,-204.775,A2 V
29478.0,-19.619,354.692,230.451,B9
29479.0,-1.957,35.341,-33.74,G3 V
29480.0,-8.605,155.371,-81.786,K0/1 III
29481.0,-11.144,200.979,254.75,A0
29482.0,-12.466,224.706,-118.386,G8 III/IV
29484.0,-3.117,56.131,68.452,G0
29485.0,-14.835,266.889,-198.747,K0/1 III (+ G)
29487.0,-6.442,115.733,-5.071,A1 V
29488.0,-17.584,315.201,-101.134,B5 II/III
29489.0,-32.675,582.235,-105.863,K4 III
29490.0,-5.02,89.441,198.572,K2II-III
29491.0,-20.071,356.791,491.44,A3
29492.0,-14.011,248.948,97.014,F5
29493.0,-5.749,102.021,23.863,G5
29494.0,-20.497,363.428,-424.874,K1 (III)
29495.0,-17.635,312.599,-164.624,G6 III/IV
29496.0,-36.507,647.11,103.07,B9
29497.0,-8.791,155.713,-23.946,B9 V
29498.0,-4.252,75.27,-86.892,K0 III/IV
29499.0,-1.206,21.326,206.618,F5
29500.0,-9.265,163.814,93.676,G0
29502.0,-14.482,255.608,32.695,K5
29501.0,-21.233,374.755,137.142,A5
29503.0,-2.715,47.914,212.723,G5
29504.0,-5.545,97.836,69.507,G5
29505.0,-16.412,289.508,-134.587,A1 V
29506.0,-22.177,391.042,5.173,B8 V
29507.0,-7.456,131.449,-71.377,A0 V
29508.0,-25.095,442.27,80.403,B9
29509.0,-17.513,308.58,32.574,M1
29510.0,-6.706,118.003,61.349,F2
29511.0,-15.838,278.546,100.538,A9III
29512.0,-18.801,330.281,43.754,A0
29513.0,-6.278,110.153,-9.527,K0 III
29514.0,-26.766,469.547,-706.695,K5
29515.0,-0.883,15.486,-90.838,F8 V
29516.0,-18.333,321.296,19.734,B8 II/III
29517.0,-7.731,135.351,-121.848,F2 IV
29518.0,-75.025,1313.103,-776.926,K2/3 (III)
29519.0,-31.8,556.434,107.466,A0
29520.0,-16.872,294.336,-81.724,B9 V
29521.0,-35.72,621.407,-81.461,K0/1 III
29522.0,-14.333,248.943,85.905,B8III
29523.0,-10.094,175.07,197.985,A0
29524.0,-91.19,1581.314,4.391,B1/2 II
29525.0,-1.053,18.25,3.43,G6V
29526.0,-12.436,215.524,-18.924,K0 III
29527.0,-7.473,129.308,-75.041,A3 V
29529.0,-19.095,329.585,55.827,A0
29530.0,-11.383,196.465,-168.445,F3 IV
29531.0,-1.28,22.037,-105.949,G6 V
29532.0,-4.75,81.74,108.303,F8
29533.0,-7.946,136.66,-25.727,F3/5 IV/V
29534.0,-14.493,248.982,162.962,A0
29535.0,-33.791,577.046,-156.484,K1/2 III
29536.0,-9.28,158.403,-43.659,G8 III
29537.0,-10.636,180.91,32.763,A2
29538.0,-12.196,207.421,303.283,G5
29539.0,-17.362,295.057,-115.041,B9 III/IV
29540.0,-18.867,319.755,54.341,B8
29541.0,-21.969,372.301,282.665,A0
29542.0,-4.507,76.333,-113.684,G5 V
29544.0,-3.97,67.166,16.796,F8
29545.0,-11.593,195.8,66.316,B8V
29546.0,-13.556,228.882,-129.172,B7 V
29547.0,-14.139,238.653,-305.656,K0 III
29549.0,-24.483,412.576,-98.971,K0 III
29548.0,-0.721,12.146,24.292,M0
29550.0,-3.209,54.029,-31.12,G8/K0 IV/V
29551.0,-27.951,470.577,-18.549,B7 II
29552.0,-6.531,109.855,-3.502,F3 V
29553.0,-8.697,145.867,-146.321,A5 V
29554.0,-11.234,188.335,101.826,F2
29555.0,-6.7,112.156,-172.475,K1/2 III
29556.0,-18.876,315.969,352.067,K2
29557.0,-16.327,273.294,-75.683,A9 V
29558.0,-28.84,482.689,222.151,K0
29559.0,-2.923,48.895,-113.626,F5 IV
29560.0,-10.604,177.267,-76.66,B9.5 V
29561.0,-4.093,68.403,-86.667,A2/3 V
29562.0,-20.637,344.823,-52.672,G8 III
29563.0,-47.91,800.352,122.868,B 2 VE
29564.0,-26.23,437.911,-1023.545,R...
29565.0,-10.331,172.378,153.844,A2P
29566.0,-59.283,987.944,347.242,G5II
29567.0,-27.736,461.93,-157.153,A0 V
29568.0,-0.916,15.244,-6.755,G5 V
29569.0,-4.413,73.437,91.412,K1III
29571.0,-14.139,233.911,-4.341,B9 IV/V
29572.0,-13.527,223.25,-171.991,K0 III
29573.0,-3.752,61.883,3.042,K0 IV
29574.0,-5.713,94.062,-213.397,G6/8 III/IV
29575.0,-6.152,101.282,-6.635,K0 III
29576.0,-24.982,410.894,310.013,K5
29577.0,-10.168,167.119,147.959,A0
29578.0,-41.19,676.461,-81.09,B8 Ib/II
29579.0,-8.766,143.818,-18.325,A0 V
29580.0,-3.141,51.411,65.953,F2
29581.0,-20.211,330.255,216.882,K5
29583.0,-14.058,229.526,-423.054,F5 V
29584.0,-18.58,303.235,510.324,K7
29585.0,-20.832,339.639,-298.758,K0 III
29586.0,-15.986,260.188,-170.544,A1 III(M)
29587.0,-107.252,1740.686,640.615,B1:V:NN
29588.0,-7.409,119.915,294.957,K2
29589.0,-12.171,196.895,87.775,F0
29590.0,-10.333,166.871,7.518,A2 III
29591.0,-9.617,155.228,47.847,F5V
29592.0,-40.759,657.05,-448.313,K5
29593.0,-5.76,92.846,-82.767,F5 V
29594.0,-25.058,403.63,27.586,A0 V
29595.0,-7.63,122.803,-155.153,G0/2 V
29596.0,-2.331,37.482,-44.465,G6 V
29598.0,-11.754,189.014,-254.791,K0 III
29599.0,-12.195,195.954,50.587,A5V
29600.0,-0.333,5.347,61.069,G0V
29601.0,-4.514,72.283,-22.807,G2 V
29602.0,-17.937,286.987,74.33,A1V
29603.0,-8.817,141.069,-69.438,A0 V
29604.0,-33.86,541.318,-192.336,M2 III
29605.0,-11.451,182.901,146.697,F8
29606.0,-5.977,95.402,79.284,A0
29607.0,-23.984,382.716,-68.082,A0/1 V
29608.0,-5.295,84.408,-97.678,F7/8 V
29609.0,-14.276,227.358,282.994,B8...
29610.0,-7.26,115.409,-125.512,F5 V
29611.0,-1.886,29.97,2.716,K0
29612.0,-21.232,336.999,-305.069,K3 III
29613.0,-57.627,913.966,13.743,B8/9 III
29614.0,-32.803,519.861,108.95,A0
29615.0,-4.803,76.047,48.493,G0
29616.0,-9.735,153.916,49.832,AM
29617.0,-13.45,212.429,126.799,F8
29618.0,-16.901,266.751,21.238,G8 III
29619.0,-9.658,152.401,-86.764,A0 V
29622.0,-5.223,82.35,-109.819,F8/G0 V
29620.0,-11.847,186.749,39.082,K0
29621.0,-8.959,141.224,303.036,A5
29623.0,-25.786,406.103,498.517,F8
29624.0,-19.114,300.435,18.365,B8/9 V
29625.0,-28.265,443.582,-181.57,K1 III
29627.0,-12.604,197.765,-186.342,F0 IV
29628.0,-19.79,310.336,162.664,K2
29629.0,-22.216,347.981,-27.862,B5 II/III
29630.0,-11.93,186.834,41.426,A0
29631.0,-6.387,99.989,-71.342,F8/G0 V
29632.0,-24.004,375.721,15.055,B5 V
29633.0,-7.146,111.52,110.138,A5
29634.0,-12.766,198.789,-45.581,A9 V
29635.0,-4.477,69.703,-237.723,B8 V
29636.0,-12.4,192.909,50.303,B8V
29637.0,-9.665,150.264,43.282,G8III
29638.0,-31.978,496.741,-38.729,K0 III
29639.0,-10.565,163.698,260.235,K0
29640.0,-33.376,517.081,-26.867,B9 V
29641.0,-28.6,442.71,-4.193,G8 III + F/G
29644.0,-2.696,41.682,-14.979,G8 V
29643.0,-14.377,222.254,-238.935,K2 III
29645.0,-43.894,678.494,-20.399,A1 V + (G/K III)
29642.0,-17.669,273.123,-159.104,G8 V
29646.0,-20.956,323.654,-95.591,A0 IV/V
29647.0,-10.237,158.052,-178.452,A2 IV
29648.0,-37.957,585.854,-128.466,G8 IV
29649.0,-2.702,41.673,-118.573,G5 V
29650.0,-1.332,20.527,7.146,F6V
29651.0,-12.611,194.282,-21.407,K1 III
29652.0,-2.664,41.038,-78.276,F8 V
29653.0,-13.966,215.027,-42.431,A7/8 V
29654.0,-31.373,482.803,-3.505,B9 III/IV
29655.0,-7.067,108.713,45.141,M3III
29656.0,-31.946,490.375,-269.496,A0
29658.0,-6.032,92.587,-55.427,A3MA7-F0
29657.0,-21.808,334.715,-51.952,B8 V
29659.0,-3.238,49.697,45.037,F8V
29660.0,-9.699,148.843,-449.854,M1/2 III
29661.0,-45.303,694.469,143.521,B8
29663.0,-24.341,373.005,-50.568,B8 V
29665.0,-6.11,93.473,28.185,A
29664.0,-8.846,135.309,518.933,G5
29666.0,-8.313,127.139,-404.015,G6/8 III
29667.0,-40.577,620.001,652.361,B 5 III
29668.0,-76.476,1166.753,618.873,B8
29669.0,-5.353,81.634,233.189,G7III
29670.0,-1.936,29.498,123.185,F8
29671.0,-7.987,121.625,-68.583,A1 V
29672.0,-5.92,89.927,-13.673,F5 V
29673.0,-0.672,10.181,-30.857,F8 V
29674.0,-12.857,194.844,6.075,A8 III
29675.0,-24.143,365.776,202.657,K2
29676.0,-23.253,351.936,-28.502,B8 V
29677.0,-27.678,418.658,-391.695,K0
29679.0,-13.902,210.135,-77.785,K2 III
29678.0,-24.977,377.513,93.287,B0.5V
29680.0,-36.161,546.31,260.736,F5
29681.0,-15.255,230.105,263.739,B5
29682.0,-17.709,266.788,-510.79,K2 III
29683.0,-14.169,213.305,31.744,K0
29684.0,-1.748,26.306,-114.671,A5/7 V
29685.0,-10.761,161.721,18.512,A0
29686.0,-20.647,310.185,-247.048,K1
29687.0,-112.205,1682.97,691.807,B0IV
29688.0,-13.605,204.029,125.172,G5
29690.0,-4.022,60.18,54.58,G0
29691.0,-5.559,83.176,269.954,G5
29692.0,-3.956,59.184,-19.82,K1 III
29693.0,-16.755,250.551,-352.807,G8 III
29694.0,-19.447,289.597,85.595,K5IB
29695.0,-4.544,67.634,-275.99,G8 III
29696.0,-3.194,47.531,26.951,G8III
29697.0,-3.659,54.435,-38.133,F5 V
29699.0,-8.571,127.411,-26.921,A3 III/IV
29698.0,-18.928,281.359,-501.521,K3/4 III
29700.0,-39.265,583.404,100.57,A2
29701.0,-8.757,130.103,95.989,G0
29702.0,-53.502,794.37,376.92,K5
29703.0,-50.838,754.589,-213.973,B3/5 V(N)
29704.0,-10.349,153.589,44.558,B7V
29705.0,-14.232,210.996,-33.63,B8/9 V
29706.0,-29.097,431.047,-10.557,K0 III
29707.0,-37.613,556.552,178.562,M2(III)
29708.0,-12.226,180.882,-362.587,F2 IV
29709.0,-16.31,241.063,9.021,A5 IV/V
29710.0,-23.763,351.129,-224.505,A0 V
29711.0,-4.884,72.134,-6.217,A2 III/IV
29712.0,-14.003,206.702,-169.766,K2 III
29713.0,-21.34,314.965,21.844,B2/3 V
29714.0,-8.158,120.26,100.898,F8
29715.0,-22.1,325.629,4.757,B8 V
29716.0,-2.467,36.251,-0.325,F5 V
29717.0,-24.788,363.977,-129.15,B9 V
29718.0,-11.42,167.651,171.66,A0
29719.0,-43.327,635.747,85.615,B9
29720.0,-1.096,16.081,36.455,F5
29721.0,-6.045,88.644,26.233,F3V
29723.0,-4.225,61.811,45.255,F0
29722.0,-5.346,78.203,-28.228,F6/7 V
29724.0,-2.298,33.608,-53.29,G2 V
29725.0,-4.209,61.548,45.067,F0
29726.0,-5.116,74.767,177.854,K0
29727.0,-9.749,142.469,-325.193,B9 IV
29728.0,-14.615,213.423,22.734,B6V
29729.0,-18.584,271.301,-282.9,A0 V
29730.0,-5.154,75.241,130.621,K0
29731.0,-27.344,398.808,132.183,K2III
29732.0,-60.33,879.764,-359.729,A1 V
29733.0,-18.043,263.037,-97.015,K1 III
29734.0,-22.383,326.174,269.581,K2
29735.0,-8.179,118.835,-29.078,B9 V
29736.0,-28.606,415.618,92.748,B9II-III
29737.0,-6.416,93.215,211.202,F2
29738.0,-36.749,533.09,-58.129,B3 II/III
29739.0,-22.154,321.175,24.114,B3 IV/V
29740.0,-32.626,472.97,-19.751,K0/1 IIICNIIp
29741.0,-9.715,140.693,-145.695,F3/5 V
29742.0,-32.49,469.547,280.405,B9
29743.0,-16.068,231.771,209.447,K0
29745.0,-24.693,355.743,-301.048,K0 III
29744.0,-113.979,1642.063,635.213,B5
29746.0,-6.67,95.995,1.964,F3 V
29747.0,-12.26,176.379,-296.04,A3MA5-F0
29748.0,-22.602,325.029,298.185,F0
29749.0,-33.02,474.791,251.59,K2
29750.0,-13.251,190.346,-58.442,G8 III
29751.0,-16.312,234.237,-230.149,G8/K0 (III)
29752.0,-6.02,86.405,15.712,K 3 III-IV
29753.0,-46.864,672.606,-665.343,B6 V
29754.0,-6.64,95.297,-24.587,G2/3 V
29756.0,-21.664,310.735,-178.308,K4 III
29758.0,-15.252,217.893,25.025,F0
29759.0,-7.992,114.113,88.483,G0
29760.0,-10.513,150.084,98.449,A2
29761.0,-0.602,8.586,24.691,G5
29762.0,-18.408,262.471,-324.656,G8 (III)
29763.0,-10.098,143.813,241.987,G 8 II-III
29764.0,-11.96,170.175,219.817,K2
29765.0,-18.271,259.888,3.984,B9 V
29766.0,-14.571,207.244,11.242,A0 V
29767.0,-11.258,159.974,123.664,K0
29768.0,-5.479,77.833,-110.11,F5 V
29769.0,-9.248,131.289,-171.961,F0/2 V
29770.0,-16.522,234.415,-11.831,B9 V
29771.0,-20.856,295.873,-88.524,B2/3 V
29772.0,-4.994,70.799,-63.107,G3 V
29774.0,-20.372,288.616,233.038,K0
29775.0,-89.012,1260.66,436.522,G5II
29776.0,-18.578,262.966,160.619,G0
29777.0,-1.906,26.913,41.442,G0
29778.0,-27.509,388.129,-262.992,K4 III
29779.0,-56.011,790.253,219.674,G8V
29780.0,-29.073,409.826,36.77,B9
29781.0,-16.54,233.139,-258.029,AP SRCREU
29782.0,-27.731,390.538,0.104,B8 III
29783.0,-2.38,33.505,-56.39,F3/5 V
29784.0,-21.302,299.753,-150.37,A7 V
29785.0,-19.676,276.672,-89.799,B9 V
29786.0,-28.178,395.851,141.333,G8IV
29787.0,-33.03,463.686,73.857,B9
29788.0,-1.311,18.394,-30.951,G0 V
29789.0,-9.6,134.606,59.998,G5III
29790.0,-14.316,200.417,116.485,B9
29791.0,-33.708,471.659,8.917,B5 III
29792.0,-0.621,8.689,-59.233,G8 V
29793.0,-21.114,295.092,162.993,F 9 V
29794.0,-32.278,450.804,-79.165,K1/2 III
29795.0,-15.23,212.59,287.879,K0
29796.0,-26.433,368.918,125.964,K2III
29797.0,-23.122,322.638,-35.06,K2 III
29798.0,-21.792,304.085,94.264,K5II
29800.0,-1.372,19.091,4.164,F5IV-V
29801.0,-11.16,155.172,-110.686,K0 III
29802.0,-12.973,180.27,-114.874,null
29803.0,-16.582,230.262,-45.473,F7 V
29804.0,-2.072,28.693,-24.598,K1 IV
29805.0,-65.798,910.886,-288.06,K3 III
29806.0,-17.635,243.963,-31.439,A2/3mA7/8-F2
29807.0,-3.394,46.917,-33.11,G8 II
29808.0,-6.782,93.515,-76.645,A2 V(M)
29809.0,-44.172,607.379,-229.394,B8 V
29810.0,-1.467,20.139,9.504,K2
29811.0,-10.695,146.571,-31.364,F2 III/IV
29812.0,-8.577,117.505,-308.149,K1 III
29813.0,-30.057,411.386,-24.94,A0
29814.0,-2.287,31.303,33.729,K0
29815.0,-4.19,57.321,36.253,G0
29816.0,-9.21,125.788,-120.292,A0 V
29817.0,-29.464,402.137,-248.688,G5
29818.0,-21.461,292.778,-260.014,G8 III
29819.0,-54.285,740.115,-410.242,K2 III/IV
29820.0,-13.247,180.375,-254.656,K3 III
29821.0,-20.385,277.082,-170.731,A4 V
29822.0,-16.661,226.39,-61.359,K1 III
29824.0,-2.19,29.748,29.523,G9V
29823.0,-10.092,137.096,-113.855,A2 V
29825.0,-27.888,378.614,-274.848,K0 III/IV
29826.0,-22.752,308.847,154.358,K0
29827.0,-21.185,287.272,117.379,F0
29828.0,-7.681,104.1,32.788,F8IV
29829.0,-3.811,51.648,-17.436,G0 V
29832.0,-37.329,504.964,127.862,B9V
29834.0,-62.878,850.225,-498.915,K2
29833.0,-4.44,60.035,28.708,F8V
29835.0,-74.608,1007.986,687.975,B5
29836.0,-5.056,68.272,-39.318,F6 V
29837.0,-49.905,673.691,70.183,K5
29838.0,-35.441,477.674,-103.935,K4 III
29839.0,-27.7,373.318,46.312,B 8 V
29840.0,-123.935,1669.871,736.465,B3IA
29841.0,-48.347,650.826,-188.402,K 7 III
29842.0,-5.115,68.742,-53.349,K2 III
29843.0,-2.759,36.993,-15.529,F8/G0 V
29844.0,-5.476,73.386,196.597,A0
29845.0,-9.036,121.038,-176.04,A0 V
29846.0,-8.468,113.371,64.431,F8
29847.0,-32.812,439.195,-47.216,B8 V
29848.0,-8.713,116.578,-84.834,A8/9 V
29849.0,-26.237,350.89,99.905,B8II
29850.0,-6.063,81.066,14.25,A 2 V
29851.0,-8.488,113.341,-46.787,A0 V
29852.0,-3.687,49.148,-37.483,A2 V
29854.0,-11.375,151.163,-67.729,G8 III
29855.0,-9.907,131.512,-67.004,G8 III/IV
29856.0,-26.42,350.664,118.915,G5II
29857.0,-4.503,59.729,62.088,A5
29858.0,-7.48,99.211,-160.249,F5 IV/V
29859.0,-12.8,169.672,-15.916,A2 III/IV
29860.0,-1.443,19.119,1.711,G 0.5VAB
29862.0,-38.577,510.269,-307.764,B9.5 V
29863.0,-19.096,252.452,-100.968,G8 III/IV
29864.0,-5.894,77.877,166.211,K0
29865.0,-21.24,280.558,243.617,A0
29866.0,-16.549,218.39,112.998,F8
29867.0,-14.932,196.984,80.393,G5
29868.0,-15.442,203.666,26.686,G5
29869.0,-22.145,291.966,342.656,A2
29871.0,-12.684,167.089,172.681,K2
29872.0,-6.348,83.607,252.155,K0
29873.0,-2.26,29.735,46.655,F8
29874.0,-10.243,134.561,86.662,F8
29876.0,-9.965,130.692,216.65,A2
29877.0,-15.768,206.284,-101.011,A3 V
29878.0,-4.451,58.17,36.829,F5
29879.0,-32.708,427.051,-39.798,G8 II/III
29880.0,-10.391,135.641,35.289,G0III
29881.0,-17.882,232.999,58.518,B9.5V
29882.0,-2.859,37.236,26.295,F6V
29883.0,-2.621,34.123,181.641,A0
29884.0,-4.03,52.437,55.273,F0V
29885.0,-19.482,253.403,-48.137,F0 IV
29886.0,-33.125,430.485,360.474,K0
29887.0,-39.381,511.684,15.903,B8 II/III
29888.0,-4.96,64.368,-29.346,F5 V
29889.0,-5.691,73.803,-120.915,K1 III
29890.0,-43.073,558.242,494.951,K5
29891.0,-18.387,238.257,202.729,G0
29892.0,-10.664,138.139,-190.549,G8 III
29893.0,-14.472,187.215,-161.275,A0 V
29894.0,-6.076,78.579,475.722,K2
29895.0,-13.404,173.256,-52.518,K1 III
29896.0,-93.935,1213.759,182.371,N0v
29897.0,-22.636,292.354,109.295,A2
29898.0,-7.688,99.249,466.853,F8
29899.0,-44.039,568.244,-2.505,N
29900.0,-32.453,418.495,-146.08,B5 IV/V
29901.0,-139.972,1803.692,1489.934,K2
29902.0,-25.216,324.711,182.168,A0
29903.0,-15.298,196.978,-247.859,A9 III(M)
29904.0,-32.564,418.922,354.941,B9
29905.0,-20.979,269.637,279.747,A0
29906.0,-21.112,271.094,-47.869,A0 V
29907.0,-7.698,98.75,-203.355,B9 V
29908.0,-20.056,257.225,-280.257,K1 III
29909.0,-20.065,257.137,91.117,A0V
29910.0,-11.297,144.749,102.906,G5
29911.0,-12.694,162.578,103.907,F 2 M
29912.0,-20.473,262.18,-158.071,K0 III
29913.0,-14.816,189.716,-250.096,K2/3 III
29914.0,-30.352,388.619,317.026,A0
29915.0,-23.089,295.228,-359.37,G8 III/IV
29916.0,-19.043,243.482,641.932,K2
29917.0,-16.721,213.781,-16.435,K1 III
29918.0,-6.408,81.82,-95.801,F3/5 V
29919.0,-8.445,107.825,199.324,M0
29920.0,-46.805,597.493,138.71,A3V
29921.0,-80.175,1023.047,53.634,B3 III
29922.0,-22.62,287.762,1.132,B9 V
29923.0,-7.242,92.089,-52.567,G2/3 V(P)
29924.0,-26.449,336.177,511.91,K0
29926.0,-15.913,202.234,-310.856,K2 III
29925.0,-14.217,180.687,147.249,K2
29927.0,-15.485,196.775,104.981,A0
29928.0,-22.763,288.431,-89.998,B9 V
29929.0,-8.434,106.613,-144.841,A3MA4-A8
29930.0,-8.228,104.015,17.126,F5
29931.0,-20.247,255.926,65.834,A2V
29932.0,-4.44,56.095,-84.836,F2 IV
29933.0,-18.4,232.26,1.979,A0 V
29934.0,-165.463,2087.414,-13.549,B5 Ib/II
29935.0,-9.461,119.353,162.819,A0
29936.0,-10.18,128.342,-15.182,K0 III
29937.0,-40.111,505.508,-60.668,G5
29938.0,-6.299,79.341,-52.299,F5 V
29939.0,-14.195,178.639,-279.527,G6/8 III
29941.0,-21.354,267.908,-97.644,B2/3 V
29942.0,-4.516,56.639,-176.253,A0 V
29943.0,-7.38,92.531,233.481,A2
29945.0,-11.624,145.546,3.985,F3/5 V
29947.0,-17.832,223.249,424.735,B9
29946.0,-26.532,332.149,-379.268,K2 III
29948.0,-31.661,396.096,27.678,K0 III
29949.0,-6.413,80.225,84.397,K2III
29950.0,-11.65,145.702,236.659,A2
29951.0,-15.227,190.397,-18.911,A1 V
29952.0,-56.212,702.788,-199.636,K 3 III
29953.0,-23.14,288.751,-276.78,K1 III
29954.0,-1.942,24.208,-63.806,F3 V
29955.0,-11.106,138.435,71.406,K1III
29956.0,-38.255,476.555,-244.252,G8 IV
29957.0,-1.786,22.247,72.777,F2
29958.0,-2.244,27.936,-6.92,M 0 IV
29959.0,-45.447,564.727,144.926,G2III
29960.0,-1.923,23.868,-194.21,A6 V
29961.0,-148.064,1837.162,-36.341,N0
29962.0,-13.035,161.661,187.8,G5
29963.0,-32.067,397.493,-443.496,K4/5 III
29964.0,-0.971,12.019,-37.21,K(3) (V)
29965.0,-7.944,98.307,-151.873,A2 V
29966.0,-24.099,297.955,-77.856,A0 V
29967.0,-12.125,149.901,73.01,G0
29968.0,-84.376,1041.332,436.58,O9VP
29969.0,-102.899,1269.617,100.467,F2 V
29970.0,-12.96,159.847,-217.769,G8 IIICNIV
29971.0,-32.688,402.772,-55.646,K2/3 III
29972.0,-13.308,163.655,-132.464,K1 III
29973.0,-28.472,350.116,-89.929,B9 V
29974.0,-1.378,16.918,41.446,K0
29975.0,-8.601,105.58,60.621,A0
29976.0,-25.47,312.257,347.372,K0
29977.0,-37.654,461.611,364.924,K5
29978.0,-22.23,272.502,56.278,K0
29979.0,-139.676,1711.975,729.386,B1IV:P?
29980.0,-9.08,111.267,-74.156,G0 V
29981.0,-33.774,413.738,160.851,K0
29982.0,-7.942,97.261,15.538,K0
29983.0,-33.981,415.096,-85.451,A0/1 IV
29985.0,-23.115,281.912,-204.832,K2/3 IV
29984.0,-8.568,104.49,-222.692,F2 V
29986.0,-47.314,576.964,192.89,K0V
29987.0,-10.299,125.57,83.333,F5
29990.0,-49.186,598.904,-725.333,F8 II
29989.0,-10.526,128.162,232.778,K0
29991.0,-5.818,70.745,8.371,F6V
29992.0,-23.91,290.684,-77.309,G5 (IV)WF3/5
29993.0,-25.454,309.384,-83.324,M1 (III)
29994.0,-20.674,251.13,49.734,A0
29996.0,-12.242,148.555,-24.65,K1 III
29995.0,-8.581,104.133,-225.235,F5 IV/V
29997.0,-1.556,18.882,50.191,A0V
29998.0,-19.28,233.865,-20.793,A6 IV
29999.0,-13.743,166.649,-559.515,K5 III
30000.0,-9.061,109.82,8.777,F5 V
30001.0,-4.515,54.69,-29.329,G1/2 V
30002.0,-9.192,111.219,78.747,K0
30003.0,-24.818,300.146,131.599,G5
30004.0,-24.486,295.836,-138.503,B8 III/IV
30005.0,-15.94,192.497,227.443,K0
30006.0,-26.52,320.201,344.952,A0
30007.0,-16.574,199.826,-81.154,A1 V
30008.0,-11.787,142.052,-604.529,K2 III
30009.0,-52.226,629.375,46.281,B8 IV/V
30010.0,-62.298,750.448,137.202,M0
30011.0,-35.245,424.54,-162.892,B3 II/III
30012.0,-20.903,251.766,-260.625,G6 III
30013.0,-67.539,813.358,555.297,A2
30014.0,-27.017,325.25,73.559,A0
30015.0,-150.431,1810.842,771.347,B0.5III
30016.0,-55.517,668.159,-184.722,M1 III
30017.0,-31.58,380.034,-363.017,A0 V
30019.0,-19.482,234.076,73.272,"B9,VP"
30020.0,-6.415,77.02,47.11,G0
30021.0,-4.916,59.012,100.768,G5
30022.0,-74.942,899.343,-393.029,G8 III/IV
30023.0,-1.843,22.082,24.092,F5
30024.0,-15.514,185.811,-162.511,A0 (IIIP)S
30025.0,-21.374,255.818,58.072,B8
30026.0,-21.149,253.109,-16.634,A0 V
30028.0,-12.352,147.618,-22.366,B9 V
30027.0,-35.16,420.192,-10.062,K2 III
30029.0,-17.798,212.681,142.85,F0
30030.0,-4.301,51.4,-3.1,G0 V
30031.0,-8.196,97.78,148.396,K 1 III
30032.0,-17.648,210.346,-156.343,F3 IV/V
30033.0,-3.445,41.042,95.403,G0
30034.0,-2.222,26.435,-42.544,K2 V
30035.0,-73.458,873.653,427.277,F5
30036.0,-29.003,344.751,199.147,G5
30037.0,-2.071,24.601,-63.752,G5 V
30038.0,-1.823,21.653,-59.011,F6 V
30039.0,-16.589,196.991,-92.078,A1 V
30040.0,-24.4,289.583,-135.256,null
30041.0,-334.692,3968.848,1495.495,B2IBP?
30042.0,-32.214,381.517,-85.115,B8 V
30043.0,-16.78,198.705,343.266,A0
30044.0,-6.577,77.884,-88.062,F3 V
30045.0,-2.636,31.209,-24.0,K0 V
30046.0,-165.81,1962.097,854.935,B0II
30048.0,-5.025,59.306,-233.503,K1 IIICNIV
30050.0,-3.026,35.71,-80.722,F7WF3
30049.0,-133.645,1577.055,680.787,B9II
30051.0,-6.614,77.859,18.664,F7V
30052.0,-45.152,530.553,158.485,A0
30053.0,-35.286,414.449,-307.497,K1 III
30054.0,-13.723,161.108,-150.181,A0 V
30055.0,-45.223,530.737,127.373,K1V
30056.0,-22.422,262.162,181.786,B9
30057.0,-5.509,64.33,56.309,G0
30058.0,-3.429,40.002,107.78,A5
30059.0,-6.029,70.329,58.849,F8
30060.0,-2.114,24.627,41.155,A2Vs
30061.0,-6.442,75.033,97.748,F5
30062.0,-26.445,307.893,-125.502,K3 III
30063.0,-27.174,316.318,-76.544,A1 V
30064.0,-4.55,52.958,-108.134,G8 III/IV
30065.0,-10.582,123.118,316.568,G0
30066.0,-19.472,226.411,-115.709,K3 III
30067.0,-2.244,26.084,7.514,F8V
30068.0,-19.267,223.818,-410.762,K1 III
30069.0,-8.902,103.399,-71.052,B9 V
30070.0,-30.975,359.731,78.676,B8
30071.0,-46.885,544.462,-172.578,B8 II
30072.0,-80.221,930.965,181.764,B8
30073.0,-31.942,370.44,-51.084,B2 V
30074.0,-8.391,97.236,77.452,F0
30075.0,-169.489,1961.504,799.885,B1V:P?
30076.0,-68.053,787.021,-62.308,A2/3 III
30077.0,-5.148,59.453,-55.168,F3 IV/V
30078.0,-57.197,660.515,-500.524,K1 (III)
30079.0,-16.858,194.657,-160.986,K2/3 III
30080.0,-29.857,344.704,-164.336,K1 III
30081.0,-31.407,362.593,-260.11,G8 III
30082.0,-10.177,117.406,145.461,F0
30083.0,-7.441,85.799,-82.876,F2 V
30084.0,-29.434,339.347,-317.773,K3/4 (III)
30085.0,-16.952,195.277,-161.464,G8/K0 III
30086.0,-32.371,371.526,-47.447,B3 III
30087.0,-26.579,304.926,941.6,A0
