hip,x0,y0,z0,spect
57249.0,-134.934,9.238,36.143,F8
57250.0,-459.053,31.422,366.364,K2IV
57251.0,-160.277,10.97,123.4,K0III
57253.0,-87.667,5.978,-33.196,A2/3 V
57255.0,-375.362,25.475,147.274,K0
57256.0,-168.294,11.42,-23.971,G1/2 V
57257.0,-270.858,18.362,307.03,K2V
57258.0,-124.181,8.406,18.093,A3
57259.0,-421.217,28.477,-516.877,G8/K0 III
57260.0,-577.648,39.005,-1384.412,F8
57261.0,-52.812,3.559,392.596,G5II
57262.0,-439.655,29.623,181.424,K2
57264.0,-772.751,52.0,-18.723,M2 III
57263.0,-117.329,7.895,-544.697,K3 III
57266.0,-198.467,13.351,183.011,F5
57267.0,-467.711,31.437,-174.475,G8 IV
57268.0,-403.826,27.128,-55.597,K0 III
57269.0,-31.524,2.116,-36.885,K0/1 VP
57270.0,-217.54,14.591,-390.927,M1/2 III
57271.0,-26.61,1.784,-15.326,K0 V
57272.0,-110.793,7.425,150.963,G5
57273.0,-250.79,16.798,-327.911,F0 IV/V
57274.0,-22.119,1.481,13.299,K8
57275.0,-109.41,7.318,-8.651,F2 V
57276.0,-440.502,29.439,168.899,K2
57277.0,-110.077,7.355,364.183,K2
57278.0,-199.676,13.328,136.213,G8III
57279.0,-137.878,9.199,75.56,A(M?)
57281.0,-336.618,22.437,-68.462,G0
57280.0,-401.246,26.74,-359.585,K0 III
57282.0,-307.839,20.507,-454.307,K2 III
57283.0,-99.571,6.63,-33.101,G8 III
57284.0,-171.667,11.426,298.56,K2
57285.0,-38.706,2.573,-62.722,F7 V
57287.0,-98.16,6.52,-341.799,K5 III
57288.0,-123.662,8.21,-30.246,G3 V
57289.0,-620.697,41.142,-49.972,G5
57291.0,-20.444,1.354,-33.704,G6 V
57290.0,-147.625,9.778,115.27,G0
57292.0,-94.969,6.288,19.166,G5+...
57293.0,-135.977,8.999,-197.998,A1 V
57295.0,-364.237,24.082,-12.992,F3 V
57296.0,-161.101,10.648,-533.093,K1 II
57297.0,-198.145,13.088,-146.456,G8/K0 III + A
57298.0,-128.531,8.456,67.516,F8
57299.0,-942.807,61.96,-1190.862,A1 III/IV
57300.0,-61.251,4.022,31.827,F5
57301.0,-114.725,7.53,-1.637,G5 V
57302.0,-148.029,9.711,7.96,A8/9 V
57303.0,-169.873,11.132,398.415,K0
57304.0,-96.12,6.296,263.67,A2
57305.0,-593.939,38.871,24.464,K3 III
57306.0,-106.921,6.997,-0.968,G8 III
57307.0,-171.049,11.193,60.702,A3
57309.0,-239.139,15.611,-148.453,K0 III
57310.0,-259.732,16.95,80.372,K2
57311.0,-148.756,9.705,236.739,null
57312.0,-71.138,4.641,341.86,G5
57313.0,-401.277,26.176,110.278,K2
57314.0,-161.659,10.532,128.071,G5V
57315.0,-634.324,41.319,17.52,K4/5 III
57316.0,-254.66,16.586,-470.358,A0 V
57317.0,-318.692,20.72,5.07,K0 III
57318.0,-357.731,23.22,141.543,K0
57319.0,-43.128,2.794,-52.672,F8
57321.0,-42.464,2.748,-36.661,G8/K0 V
57320.0,-174.892,11.317,44.553,K0
57322.0,-96.252,6.22,-111.229,K1 III
57323.0,-147.939,9.555,203.656,A0
57324.0,-157.96,10.197,84.601,F5
57325.0,-64.255,4.147,-319.801,K0 III
57326.0,-109.514,7.048,103.091,F0
57327.0,-141.94,9.13,-183.054,K3 III
57329.0,-109.438,7.037,115.563,G0
57328.0,-35.892,2.308,5.22,A 4 V
57331.0,-47.987,3.085,-75.698,G5 V
57330.0,-335.528,21.559,-38.356,K0 III
57332.0,-305.314,19.599,-212.716,K1/2 (III)
57333.0,-57.137,3.667,-211.813,A1 V
57334.0,-414.241,26.563,-931.98,K5
57335.0,-206.065,13.19,74.703,K0
57336.0,-172.516,11.03,48.685,G5
57337.0,-169.537,10.832,48.022,F2
57338.0,-110.202,7.032,77.744,G5
57339.0,-145.657,9.29,17.998,K0
57340.0,-210.552,13.416,-180.298,G8 III
57341.0,-392.219,24.965,-212.253,G8 III + A3
57343.0,-352.7,22.438,-144.478,K1/2 III
57344.0,-56.532,3.592,-43.659,F5 V
57345.0,-80.853,5.134,-31.871,F7 V
57347.0,-89.209,5.661,-268.767,B9 V(N)
57349.0,-34.401,2.178,37.838,G2V
57350.0,-15.626,0.988,34.421,G5
57351.0,-82.943,5.246,38.95,G0V
57352.0,-15.466,0.978,-45.64,G3 V
57353.0,-121.63,7.686,124.468,F0
57356.0,-275.464,17.394,162.527,K0III
57358.0,-182.294,11.51,-164.921,A1 V
57355.0,-119.16,7.524,121.949,null
57359.0,-56.678,3.578,-65.352,G3/5 V
57360.0,-49.959,3.15,-51.951,F2 V
57361.0,-17.965,1.132,-6.678,null
57362.0,-253.93,15.994,184.141,M4III
57363.0,-15.373,0.967,-35.815,A7 II/III
57364.0,-143.825,9.038,196.799,G5
57365.0,-328.955,20.662,-236.019,K1 III
57366.0,-96.641,6.063,-27.909,G2 V
57368.0,-336.737,21.098,-202.369,K1/2 III
57369.0,-85.592,5.355,8.258,F5
57370.0,-29.264,1.828,1.445,K0 V
57367.0,-1.967,0.123,-4.197,DC:
57371.0,-159.662,9.952,-163.872,B6 III
57372.0,-179.54,11.191,466.644,K0
57374.0,-40.956,2.551,-175.788,B9.5 IV
57375.0,-63.433,3.95,-83.4,F0/2 V
57376.0,-355.796,22.115,-222.573,K0/1 III
57377.0,-93.202,5.786,110.753,G6III
57378.0,-63.595,3.942,7.759,F2
57379.0,-203.691,12.602,49.443,F8
57380.0,-100.727,6.223,11.551,M0III
57383.0,-98.847,6.096,158.658,K 2 III
57382.0,-146.631,9.043,-174.764,A1 IV/V
57384.0,-335.097,20.642,246.534,G8III
57385.0,-58.995,3.628,64.61,K0
57386.0,-134.005,8.24,27.0,F5
57387.0,-8.129,0.499,25.21,K8
57388.0,-286.911,17.611,-385.867,A0/1 V
57389.0,-225.343,13.81,185.415,K2III
57390.0,-986.28,60.432,-1748.866,B3 III
57391.0,-439.747,26.934,98.829,K0
57392.0,-278.254,17.04,-265.323,K0 III
57393.0,-337.641,20.668,184.961,G9III
57397.0,-238.797,14.604,-342.249,K0 III
57399.0,-40.804,2.487,45.051,K0III
57398.0,-191.467,11.668,-288.035,A1/2 V
57400.0,-438.974,26.709,222.576,K0III
57401.0,-414.449,25.158,52.263,M1
57402.0,-40.148,2.436,-31.592,G3 V
57403.0,-488.728,29.618,-1262.145,F7 IB
57404.0,-102.694,6.223,-161.117,F8 V
57405.0,-324.898,19.683,-37.886,K0 III
57406.0,-144.347,8.738,175.825,F0
57407.0,-267.836,16.202,-36.609,F3 V
57409.0,-95.801,5.793,-326.183,B8 V
57408.0,-130.832,7.911,107.668,G7III
57410.0,-239.028,14.451,88.672,G 6 III
57411.0,-276.168,16.691,-128.271,M4 III
57413.0,-450.29,27.069,584.689,K5
57414.0,-324.126,19.474,-69.17,Fm $delta$ DEL
57415.0,-249.175,14.947,-0.749,F3/5 V
57416.0,-890.855,53.299,-663.684,K5
57417.0,-201.051,12.026,68.093,G0
57419.0,-227.308,13.578,-11.944,K1/2 III
57418.0,-221.363,13.223,-640.543,AP SI
57420.0,-135.056,8.067,61.988,G0
57421.0,-88.879,5.299,-47.269,G0 V
57422.0,-167.523,9.988,-15.713,F0 V
57423.0,-162.656,9.686,-113.053,A0 V
57424.0,-523.56,31.177,733.947,K5
57425.0,-236.083,14.055,37.774,F8
57426.0,-349.499,20.791,-526.539,A2 IV
57427.0,-237.062,14.098,-347.623,B9 V
57428.0,-343.208,20.402,86.513,K2
57429.0,-382.729,22.728,753.887,F2
57430.0,-266.183,15.8,385.69,K 0 III
57431.0,-156.233,9.27,199.837,G5
57432.0,-540.256,31.967,-867.149,B5 V
57433.0,-52.727,3.119,-24.603,F7 V
57434.0,-163.239,9.653,-472.504,null
57435.0,-307.499,18.173,-426.758,G5/8 (III)
57436.0,-500.307,29.533,-228.235,M0 III
57437.0,-312.718,18.443,-133.443,G8 III/IV
57438.0,-292.54,17.244,-645.723,B8 V
57439.0,-60.236,3.549,-109.661,G5 IB/II
57441.0,-52.962,3.12,-29.13,G6 V
57440.0,-209.022,12.311,-365.953,K3/4 (III)
57443.0,-7.074,0.417,-6.053,G3/G5V
57442.0,-94.201,5.545,22.984,G0
57444.0,-325.259,19.095,-195.22,K2/3 III/IV
57445.0,-71.647,4.201,106.627,G0
57446.0,-70.584,4.138,118.652,A3
57450.0,-44.483,2.607,54.794,G0VI
57447.0,-183.063,10.723,-144.045,F3 V
57448.0,-216.072,12.654,-242.406,F3 IV/V
57449.0,-159.94,9.366,94.083,F0
57451.0,-93.599,5.476,-198.942,B8 V
57452.0,-447.957,26.121,-154.568,AP EUCRSR
57453.0,-73.158,4.263,-202.701,F5 IV
57454.0,-493.386,28.736,-412.439,K2
57455.0,-114.664,6.673,-218.726,K3 III
57456.0,-63.833,3.715,-4.182,F3 V
57457.0,-338.068,19.642,-555.427,B8/9 IV
57460.0,-53.377,3.1,-18.902,F8 V
57458.0,-229.479,13.326,-262.972,K0 III
57459.0,-19.363,1.124,-4.841,M
57461.0,-76.307,4.429,-102.02,G5/6 III/IV
57462.0,-134.49,7.792,-11.065,F3 V
57464.0,-81.753,4.733,74.628,G0
57465.0,-165.024,9.539,284.365,G5
57467.0,-212.477,12.272,12.921,K0 III
57468.0,-77.679,4.473,-30.61,F8 V
57469.0,-321.627,18.499,-181.193,K0 III
57471.0,-464.657,26.702,-507.439,K3 III
57470.0,-105.832,6.081,28.408,A5
57472.0,-451.2,25.876,-81.866,K0 III
57474.0,-256.564,14.71,-464.399,B7 V
57476.0,-197.942,11.315,-368.163,G8 III
57477.0,-37.838,2.161,55.41,K3III
57478.0,-365.612,20.873,216.672,K0III
57479.0,-713.78,40.731,-627.932,B5/7 VNE
57480.0,-637.161,36.311,325.499,K3V
57482.0,-193.84,11.023,-37.561,F3/5 V
57484.0,-28.412,1.614,-332.469,B8/9 V
57485.0,-146.942,8.344,-4.186,F2 V
57487.0,-81.859,4.644,109.94,G0
57488.0,-35.233,1.998,15.506,F 7 V
57489.0,-264.775,15.002,-156.225,G0 V
57490.0,-501.993,28.442,43.041,K2
57491.0,-334.319,18.935,386.489,K1III
57492.0,-98.912,5.597,496.538,G5
57493.0,-14.805,0.837,18.293,M0V:p
57494.0,-25.35,1.432,-5.315,K4 V
57495.0,-101.862,5.751,212.877,A0
57496.0,-213.027,12.006,-141.721,A2 V
57497.0,-86.075,4.843,-62.422,G8 III
57498.0,-52.4,2.946,96.268,F0
57500.0,-571.677,32.053,-51.912,M0 III
57501.0,-888.309,49.751,148.406,M0
57502.0,-81.605,4.569,-58.078,F0 V
57503.0,-250.125,14.0,87.761,A2
57504.0,-323.658,18.053,307.307,M6III
57505.0,-54.483,3.037,-229.37,M6 III
57506.0,-159.423,8.874,35.879,A 9 III
57507.0,-15.297,0.851,-8.948,G5 V
57508.0,-443.607,24.665,143.136,G5
57510.0,-209.827,11.655,-510.548,B8/9 V
57511.0,-1073.215,59.518,-2059.192,B1 II
57512.0,-137.259,7.602,-217.426,K5 III
57513.0,-331.307,18.348,150.687,K0III
57514.0,-88.194,4.884,-49.959,F6 V
57515.0,-97.379,5.388,-47.486,A5 II/III(M)
57516.0,-142.697,7.894,26.377,F8
57517.0,-139.334,7.708,72.326,F8
57518.0,-61.729,3.413,98.684,F8
57519.0,-383.205,21.172,-20.686,G6/8 V
57521.0,-87.91,4.852,-165.126,F7/8 V
57522.0,-199.028,10.973,-66.234,K0/1 III
57523.0,-15.28,0.84,195.867,K0
57524.0,-73.192,4.025,-87.0,G3/5 VP
57525.0,-166.162,9.124,5.85,F5 V
57526.0,-193.996,10.645,-117.919,AP SI
57527.0,-204.714,11.23,48.791,F2
57528.0,-136.767,7.497,-47.688,A8 IV
57529.0,-83.703,4.58,30.567,F 5 I
57531.0,-59.83,3.27,-181.906,A4 IV
57533.0,-198.749,10.855,-133.75,K1 III
57532.0,-12.518,0.683,54.476,G8IV-V
57535.0,-117.035,6.385,98.099,G 2 III:
57536.0,-111.811,6.092,-10.316,G6 IV/V
57537.0,-88.486,4.812,83.127,F8
57538.0,-138.843,7.547,-15.764,F0 V
57540.0,-403.326,21.856,171.33,K0
57541.0,-168.519,9.126,109.48,F5
57542.0,-432.589,23.379,-973.359,B9 IB
57543.0,-155.883,8.422,32.353,G0
57545.0,-35.337,1.905,144.428,F5
57546.0,-49.093,2.644,-79.7,F3 V
57544.0,-1.029,0.055,5.152,M4
57547.0,-57.014,3.065,-139.163,K1 III
57548.0,-3.37,0.181,0.048,M4.5V
57549.0,-53.249,2.85,107.746,F5
57550.0,-422.523,22.592,-149.015,K2/3 (III)
57551.0,-109.467,5.847,-151.525,F2/3 V
57552.0,-44.371,2.37,-46.991,G0/1 V
57553.0,-84.128,4.49,-206.086,F2 III/IV
57554.0,-491.19,26.149,-385.97,K1 III
57556.0,-96.598,5.133,114.562,A 2 V
57557.0,-292.047,15.478,299.534,G8III
57558.0,-158.481,8.388,210.721,F5
57559.0,-102.967,5.448,-28.521,F5 V
57560.0,-141.889,7.502,-76.58,A2/3MF0-F0
57561.0,-186.909,9.866,119.199,K2III
57562.0,-60.116,3.173,8.724,A 1 V
57563.0,-102.504,5.399,53.072,G8III
57565.0,-66.84,3.507,24.651,A+G5III-IV
57566.0,-134.703,7.063,-20.463,F5
57567.0,-88.184,4.623,-74.865,A3 II/III
57569.0,-979.423,51.328,-1860.734,O/BNE
57570.0,-134.534,7.048,-20.441,F6/8
57572.0,-14.701,0.768,-33.242,K0 V
57573.0,-399.092,20.846,343.442,G8III
57574.0,-55.647,2.901,-39.345,G5/6 V
57575.0,-136.956,7.103,318.691,G5
57576.0,-314.688,16.278,-93.629,K4 III
57577.0,-106.348,5.486,-270.833,F0 IV
57578.0,-336.797,17.356,-433.54,K0/1 III + (G)
57580.0,-67.678,3.477,-34.097,G8 V
57581.0,-57.379,2.946,-134.148,K4 III
57582.0,-493.358,25.327,558.841,M2III
57584.0,-86.175,4.416,-99.002,F3 V
57585.0,-231.51,11.842,-36.195,K0 III
57586.0,-203.327,10.316,186.0,G8III
57588.0,-30.782,1.561,142.138,G5
57587.0,-43.842,2.223,-7.988,G0 V
57591.0,-68.598,3.469,37.164,F2
57593.0,-324.056,16.365,-18.362,A9 V
57594.0,-56.432,2.849,-24.09,G6 IV
57596.0,-527.953,26.636,-887.78,B9.5 V
57595.0,-88.014,4.439,-121.988,F5 V
57597.0,-208.146,10.446,-97.563,F0 V
57598.0,-736.441,36.952,-806.235,K2 III
57599.0,-169.665,8.51,-28.05,K2 III
57600.0,-220.065,10.989,189.102,F0
57601.0,-66.94,3.338,69.721,F3V
57602.0,-151.729,7.562,221.372,K 1 III
57603.0,-584.454,29.084,-469.5,M1 III
57604.0,-112.896,5.616,62.142,A 2 V
57605.0,-131.625,6.541,-134.518,K0 III/IV
57606.0,-65.249,3.235,16.633,A 9 V
57607.0,-171.748,8.51,-124.876,M7 III
57608.0,-60.697,3.006,44.953,F 8 V
57610.0,-782.382,38.636,-1446.587,A + G5/K0
57611.0,-161.284,7.963,-41.295,K0 III
57612.0,-80.282,3.952,48.696,G5
57613.0,-127.836,6.279,-64.512,M4 III
57614.0,-71.445,3.497,119.103,F5
57615.0,-91.68,4.483,63.867,F5
57616.0,-424.319,20.708,42.921,K0
57617.0,-65.075,3.167,22.209,F8
57619.0,-408.978,19.889,-323.766,G8 III
57618.0,-176.736,8.595,33.383,F0
57620.0,-229.693,11.169,86.002,A 7 IV
57621.0,-402.226,19.541,-120.032,K5/M0 III
57623.0,-567.143,27.519,-277.529,A5/7 + G(8) III
57624.0,-288.868,13.965,192.887,A(M?)
57626.0,-34.029,1.643,-95.958,F5 V
57627.0,-298.722,14.411,-155.75,K0 III
57628.0,-777.723,37.4,-975.662,B3 II/III
57629.0,-33.62,1.612,-0.187,F8 V
57630.0,-125.32,6.003,36.29,K0
57631.0,-204.185,9.763,-32.808,K0 III
57633.0,-341.963,16.33,-331.814,K4 III
57632.0,-10.634,0.508,2.768,A3V
57634.0,-110.219,5.256,-24.695,F3 V
57635.0,-95.047,4.53,25.909,F8
57636.0,-122.822,5.836,11.154,K0
57637.0,-412.683,19.592,86.887,K5
57638.0,-230.856,10.944,174.893,K0III
57639.0,-70.983,3.355,170.119,F8
57640.0,-85.851,4.058,205.72,null
57641.0,-593.394,28.036,-76.739,K4 III
57643.0,-167.84,7.911,89.799,G9III
57644.0,-83.211,3.92,-131.729,B9 V
57645.0,-35.702,1.681,-13.252,K2 V
57646.0,-59.474,2.793,17.346,AM
57647.0,-168.838,7.923,-196.617,F3 III/IV
57648.0,-324.732,15.237,-39.31,K3 III
57650.0,-274.84,12.866,303.457,G8III
57652.0,-523.92,24.238,519.748,G9III
57653.0,-936.897,43.326,-1652.731,K3 (III)
57654.0,-194.103,8.956,-44.183,F0 V
57655.0,-695.163,32.019,229.278,M1
57657.0,-112.879,5.193,-117.29,FM DELTA DEL
57658.0,-45.842,2.108,0.488,K0 V
57660.0,-50.094,2.295,-14.955,K4 V
57661.0,-188.85,8.65,-767.282,AP SI
57662.0,-82.832,3.78,18.793,K0
57663.0,-370.889,16.866,110.663,K2
57664.0,-160.704,7.307,91.01,G6PIII
57665.0,-260.019,11.767,-82.646,K1 IIICNII
57666.0,-203.965,9.222,70.045,K0
57667.0,-426.611,19.277,-513.431,G8/K0 III
57668.0,-77.85,3.514,-21.502,G2/3 V
57669.0,-80.518,3.627,-163.717,B3V
57670.0,-56.511,2.543,39.509,F 5 IV
57672.0,-64.682,2.904,-41.159,F7 V
57673.0,-134.418,6.023,54.605,F8
57674.0,-389.928,17.471,-519.473,K1 IIICNIV
57675.0,-226.399,10.142,27.207,A2
57676.0,-81.3,3.641,9.306,G5
57677.0,-208.598,9.341,-351.278,B9.5 V
57678.0,-980.32,43.868,-644.112,M1 (III)
57680.0,-176.696,7.886,-42.96,K1 III
57681.0,-61.818,2.759,2.412,F6 V
57682.0,-207.4,9.224,-215.094,K3 III
57683.0,-21.497,0.956,24.958,K2V
57684.0,-120.269,5.343,-155.178,F3 V
57686.0,-403.603,17.897,55.109,K0
57685.0,-87.646,3.886,124.255,F2
57687.0,-91.261,4.04,12.039,F8
57688.0,-24.034,1.063,-22.403,M
57689.0,-67.372,2.98,52.509,G8V
57690.0,-696.643,30.806,-59.16,G8/K0 II
57691.0,-404.046,17.855,-247.635,G8 III
57693.0,-28.523,1.258,78.629,F8
57692.0,-460.784,20.32,-293.903,K2 III
57694.0,-98.396,4.321,6.638,G1/2 V
57695.0,-189.764,8.333,141.831,G5
57696.0,-160.178,7.033,-445.971,G6 IB
57697.0,-109.692,4.812,-46.699,F3 V
57698.0,-75.42,3.303,-113.076,F3 V
57699.0,-98.063,4.288,86.329,G5
57701.0,-127.95,5.589,-154.442,K1 IIICNII/III
57700.0,-241.482,10.548,-204.815,G8 III
57702.0,-189.863,8.262,-165.06,F2 IV/V
57704.0,-339.912,14.752,-524.854,K5 III
57705.0,-68.134,2.957,62.976,F5
57706.0,-117.526,5.1,160.791,G5
57708.0,-138.211,5.978,9.797,G6/8 V
57709.0,-554.43,23.978,179.083,K0
57710.0,-75.91,3.275,-89.098,A3 V
57711.0,-429.704,18.516,166.452,K2
57713.0,-47.612,2.052,4.092,K0
57712.0,-271.769,11.708,-53.098,K0
57714.0,-763.082,32.87,282.338,K2
57715.0,-94.919,4.07,-371.067,G8/K0 III
57716.0,-94.875,4.065,76.325,G0
57717.0,-121.137,5.188,-47.001,F5 V
57718.0,-868.225,37.112,-1466.719,B3 IV/V
57719.0,-246.445,10.528,171.374,K1III
57720.0,-87.64,3.736,121.862,K0
57721.0,-205.376,8.75,47.509,A 7 V M
57722.0,-127.098,5.403,-45.311,F3 V
57723.0,-82.314,3.496,-48.611,G0 V
57724.0,-484.751,20.586,-609.324,K0/1 IIICNVP
57727.0,-189.68,8.032,-105.794,F3/5 V
57728.0,-175.651,7.434,-249.656,F2/3 V
57729.0,-125.624,5.315,49.393,G0
57730.0,-97.524,4.125,-12.636,F5 V
57732.0,-158.484,6.693,-45.077,G8 II/III
57733.0,-535.3,22.568,-521.816,A1 IV
57735.0,-62.894,2.65,-1.376,K0 V
57734.0,-83.885,3.534,14.906,G0
57737.0,-1323.406,55.53,-954.011,null
57738.0,-64.931,2.713,-68.409,F2 V
57739.0,-44.778,1.87,-72.528,G2/5 V
57740.0,-231.074,9.645,-9.768,G0 V
57741.0,-1241.005,51.717,-2401.283,A2 IAB
57743.0,-211.509,8.789,36.478,A 9 III-IV M
57744.0,-78.015,3.241,-24.98,G0 V
57745.0,-427.108,17.734,-46.521,K1 III
57746.0,-268.55,11.13,-331.245,K2 III
57747.0,-199.099,8.175,-153.905,G6/8 III
57748.0,-149.084,6.115,142.383,G6III
57749.0,-115.193,4.717,-59.449,G8 III
57750.0,-114.766,4.695,-49.902,F7 V
57751.0,-141.969,5.794,260.124,K0
57752.0,-127.017,5.18,35.803,F5
57753.0,-429.529,17.503,-98.197,K4 III
57754.0,-93.854,3.82,171.071,G5
57755.0,-208.391,8.481,34.962,K0
57757.0,-10.915,0.443,0.337,F9 V
57759.0,-72.962,2.962,-47.678,G3 V
57758.0,-521.036,21.15,-91.454,M1/2 III
57760.0,-81.146,3.292,-213.616,A2/3 V
57761.0,-98.374,3.982,52.563,F5
57762.0,-231.047,9.352,-367.637,B8/9 V
57763.0,-256.494,10.375,-42.485,G8 III/IV
57764.0,-216.814,8.76,-187.736,K1 III
57765.0,-70.901,2.861,-143.262,F0 V
57766.0,-176.394,7.116,-239.88,K1 III
57767.0,-295.641,11.865,-295.443,G8 III
57768.0,-474.804,19.046,160.155,F5
57769.0,-290.98,11.671,32.383,K0
57770.0,-273.633,10.966,-111.444,G8/K0 III
57771.0,-197.908,7.918,-76.043,A5/6 V
57772.0,-421.31,16.848,-181.029,K0 III
57773.0,-172.291,6.889,272.279,F8
57774.0,-198.929,7.953,249.507,M0
57775.0,-279.255,11.163,-76.923,K0 IIICNIV
57776.0,-69.231,2.761,-102.288,F5 V
57777.0,-157.511,6.265,38.099,F2
57778.0,-475.138,18.876,139.806,K0
57779.0,-54.234,2.149,11.813,A 5 M:
57781.0,-36.502,1.446,139.804,F0
57780.0,-95.326,3.776,95.755,G0
57783.0,-118.346,4.681,-294.339,G8 III
57785.0,-537.845,21.206,357.678,K0III
57786.0,-273.93,10.792,-244.59,K5
57787.0,-184.952,7.273,-531.886,null
57789.0,-94.649,3.715,-24.924,F0 V
57788.0,-197.066,7.733,148.017,K0III
57790.0,-122.322,4.788,-19.988,F0 V
57791.0,-90.942,3.558,-8.496,K0 III
57792.0,-198.282,7.751,-46.993,A1 V
57793.0,-224.242,8.76,179.641,F8
57794.0,-372.288,14.537,127.242,K0
57795.0,-290.193,11.313,121.74,K0
57797.0,-136.546,5.319,399.363,K0
57796.0,-42.115,1.64,-73.522,F8 V
57799.0,-42.881,1.669,-66.949,G5
57798.0,-154.424,6.009,-79.015,K2 III
57800.0,-210.198,8.16,-41.681,M4/5 III
57801.0,-173.439,6.724,130.013,K0III
57802.0,-7.151,0.277,5.062,M1V
57803.0,-88.945,3.438,-89.552,K3 III
57804.0,-75.319,2.911,47.981,F8
57805.0,-52.589,2.03,34.669,AM
57806.0,-249.194,9.592,-35.011,K0 III
57807.0,-289.44,11.135,-217.761,A0 V
57808.0,-1978.769,75.874,-3700.254,B5/7 IA/AB
57809.0,-89.996,3.45,-86.768,A0 V
57810.0,-216.482,8.296,232.787,F0
57811.0,-27.184,1.041,211.363,A2
57813.0,-42.067,1.591,108.723,A2
57814.0,-26.746,1.01,-69.222,F6 V
57816.0,-115.918,4.378,-20.406,F0 V
57815.0,-186.147,7.029,88.199,F5
57817.0,-117.855,4.448,-110.287,K1 III
57818.0,-169.229,6.385,-240.47,G2WF5
57819.0,-44.26,1.668,-9.566,F3 V
57820.0,-65.472,2.465,103.403,K 0 III
57821.0,-51.536,1.932,10.779,F 6 V
57822.0,-92.293,3.451,-40.825,F3/5 V
57823.0,-152.071,5.659,213.652,G5
57825.0,-511.11,18.921,-378.223,K1 III
57826.0,-143.787,5.316,-123.706,F3 IV/V
57827.0,-89.924,3.318,-35.693,F3 V
57829.0,-604.083,22.234,72.902,K5
57830.0,-445.899,16.408,-371.768,M1/2 III
57831.0,-157.729,5.798,117.165,G5
57832.0,-239.217,8.791,-302.98,K4 III
57833.0,-65.698,2.406,-74.926,G2 V
57834.0,-298.798,10.94,-101.741,G8 IV
57835.0,-50.317,1.841,35.506,G7IV
57836.0,-404.001,14.753,-292.025,K1 IV
57838.0,-1281.148,46.593,-41.334,M0
57839.0,-205.271,7.452,-195.388,A2 V
57840.0,-165.017,5.99,-140.075,K0 III
57841.0,-27.141,0.984,-16.213,F8 V
57843.0,-1580.119,57.142,-2871.169,M2 (IB)
57845.0,-113.229,4.093,112.507,G0
57846.0,-252.717,9.087,323.574,K0
57847.0,-99.918,3.584,-87.674,F5 V
57848.0,-177.174,6.329,-373.292,B4 V
57850.0,-1225.976,43.695,-123.793,G3/5 V
57849.0,-109.288,3.895,-272.875,K0 III
57851.0,-48.287,1.717,-104.596,B4 V
57852.0,-215.129,7.643,37.87,A 9 IV-III
57853.0,-126.884,4.487,311.99,A2
57854.0,-182.898,6.448,219.979,G5
57856.0,-95.702,3.366,14.863,K0III-IV
57858.0,-95.322,3.346,14.817,K0
57859.0,-28.317,0.993,31.567,K0V
57860.0,-59.496,2.074,-57.406,G5 V
57862.0,-134.896,4.671,123.9,F5
57863.0,-81.725,2.829,39.4,G0
57861.0,-259.979,9.001,-303.517,B5 V
57864.0,-416.165,14.383,425.926,K0III
57865.0,-86.435,2.97,160.685,F2
57866.0,-25.361,0.87,8.617,K2
57867.0,-465.161,15.939,-635.277,B9.5 V
57868.0,-61.129,2.09,6.026,K0
57869.0,-424.106,14.497,-84.87,G8 V
57870.0,-58.085,1.985,-89.453,A2 V
57871.0,-197.242,6.74,-313.408,G8 III
57872.0,-137.208,4.687,-159.614,F5 IV
57873.0,-106.541,3.633,129.867,F5
57874.0,-225.753,7.697,151.489,K0III
57875.0,-114.575,3.899,-39.936,A9 V
57876.0,-239.58,8.116,284.994,K0III
57877.0,-303.212,10.258,339.574,K0III
57878.0,-216.657,7.323,0.936,F0/2 V
57879.0,-127.377,4.305,-98.691,F3 V
57880.0,-61.354,2.069,-31.048,G8 V
57881.0,-95.631,3.219,-50.065,G6 V
57882.0,-303.096,10.201,58.88,K2
57883.0,-258.564,8.7,-319.761,K0 III
57884.0,-1426.832,47.985,-3118.836,F7/G0P
57885.0,-92.451,3.106,-115.523,K3 III
57886.0,-749.503,25.16,179.862,K5
57887.0,-141.894,4.748,-51.594,G1 V
57888.0,-76.311,2.549,13.392,K0
57889.0,-408.766,13.614,664.271,K5
57890.0,-150.48,4.994,71.627,F8
57891.0,-948.654,31.418,244.741,K0
57892.0,-33.323,1.103,-107.597,F8/G2 V
57894.0,-62.29,2.052,-15.686,G0 V
57895.0,-945.039,31.022,-1743.234,B2 III/IV
57896.0,-189.428,6.211,160.707,F5
57897.0,-70.458,2.306,20.009,G5
57898.0,-73.651,2.406,27.42,F 7 V
57899.0,-170.939,5.572,-327.824,K4 (III)
57900.0,-94.932,3.092,-187.791,K1WG3 IV
57902.0,-370.231,11.978,20.399,G8 (IV)
57905.0,-78.621,2.527,292.857,A2
57906.0,-142.847,4.59,36.204,G5
57907.0,-667.678,21.429,-1268.905,B3 III
57908.0,-80.727,2.591,68.088,K0III
57909.0,-58.116,1.861,-109.332,F6 V
57910.0,-154.733,4.945,236.416,A5
57911.0,-203.447,6.498,406.528,F5
57912.0,-133.142,4.24,-104.025,F3 IV/V
57913.0,-160.0,5.093,-208.597,K0/1 III
57914.0,-182.624,5.811,-323.484,F0 III/IV
